Id,home_market,away_market,LineProvider,Spread,FormattedSpread
401540196,Gardner-Webb,Eastern Kentucky,William Hill (New Jersey),4,Eastern Kentucky -4
401551741,Northern Illinois,Arkansas State,Bovada,2.5,Arkansas State -2.5
401551741,Northern Illinois,Arkansas State,ESPN Bet,2.5,Arkansas State -2.5
401551742,Air Force,James Madison,Bovada,-2.5,Air Force -2.5
401551742,Air Force,James Madison,ESPN Bet,-2.5,Air Force -2.5
401551743,Utah State,Georgia State,Bovada,-2,Utah State -2.0
401551743,Utah State,Georgia State,ESPN Bet,-1.5,Utah State -1.5
401551755,Eastern Michigan,South Alabama,Bovada,18,South Alabama -18.0
401551755,Eastern Michigan,South Alabama,ESPN Bet,17.5,South Alabama -17.5
401551744,Northwestern,Utah,Bovada,6.5,Utah -6.5
401551744,Northwestern,Utah,ESPN Bet,6.5,Utah -6.5
401551746,San José State,Coastal Carolina,DraftKings,-7.5,San José State -7.5
401551746,San José State,Coastal Carolina,Bovada,-7.5,San José State -7.5
401551746,San José State,Coastal Carolina,ESPN Bet,-8.5,San José State -8.5
401551756,Minnesota,Bowling Green,Bovada,-2.5,Minnesota -2.5
401551756,Minnesota,Bowling Green,ESPN Bet,-2.5,Minnesota -2.5
401540550,San Diego,Morehead State,William Hill (New Jersey),-4.5,San Diego -4.5
401551748,Rice,Texas State,Bovada,3.5,Texas State -3.5
401551748,Rice,Texas State,ESPN Bet,3.5,Texas State -3.5
401551757,UNLV,Kansas,DraftKings,10.5,Kansas -10.5
401551757,UNLV,Kansas,Bovada,8,Kansas -8.0
401551757,UNLV,Kansas,ESPN Bet,8.5,Kansas -8.5
401581109,USC,Louisville,Bovada,4.5,Louisville -4.5
401581109,USC,Louisville,ESPN Bet,4.5,Louisville -4.5
401540403,Davidson,Presbyterian,William Hill (New Jersey),-20.5,Davidson -20.5
401551749,Oklahoma State,Texas A&M,DraftKings,4.5,Texas A&M -4.5
401551749,Oklahoma State,Texas A&M,Bovada,-4,Oklahoma State -4.0
401551749,Oklahoma State,Texas A&M,ESPN Bet,-4.5,Oklahoma State -4.5
401551758,Tulane,Virginia Tech,Bovada,13.5,Virginia Tech -13.5
401551758,Tulane,Virginia Tech,ESPN Bet,12.5,Virginia Tech -12.5
401551761,West Virginia,North Carolina,Bovada,-4.5,West Virginia -4.5
401551761,West Virginia,North Carolina,ESPN Bet,-3.5,West Virginia -3.5
401551765,Oklahoma,Arizona,DraftKings,1,Arizona -1
401551765,Oklahoma,Arizona,Bovada,2.5,Arizona -2.5
401551765,Oklahoma,Arizona,ESPN Bet,2.5,Arizona -2.5
401551764,Kansas State,NC State,DraftKings,-5.5,Kansas State -5.5
401551764,Kansas State,NC State,Bovada,-3,Kansas State -3.0
401551764,Kansas State,NC State,ESPN Bet,-3.5,Kansas State -3.5
401551750,Boston College,SMU,Bovada,13.5,SMU -13.5
401551750,Boston College,SMU,ESPN Bet,13.5,SMU -13.5
401551762,Miami,Rutgers,Bovada,3,Rutgers -3.0
401551762,Miami,Rutgers,ESPN Bet,2.5,Rutgers -2.5
401551768,Ohio State,Missouri,DraftKings,-6.5,Ohio State -6.5
401551768,Ohio State,Missouri,Bovada,-4,Ohio State -4.0
401551768,Ohio State,Missouri,ESPN Bet,-3.5,Ohio State -3.5
401551798,Notre Dame,Oregon State,Bovada,-5.5,Notre Dame -5.5
401551798,Notre Dame,Oregon State,ESPN Bet,-5.5,Notre Dame -5.5
401544198,Princeton,Yale,ESPN Bet,2.5,Yale -2.5
401551766,Kentucky,Clemson,DraftKings,7.5,Clemson -7.5
401551766,Kentucky,Clemson,Bovada,3.5,Clemson -3.5
401551766,Kentucky,Clemson,ESPN Bet,3.5,Clemson -3.5
401551767,Iowa State,Memphis,DraftKings,-5.5,Iowa State -5.5
401551767,Iowa State,Memphis,Bovada,-10.5,Iowa State -10.5
401551767,Iowa State,Memphis,ESPN Bet,-10.5,Iowa State -10.5
401551773,Florida State,Georgia,DraftKings,13.5,Georgia -13.5
401551773,Florida State,Georgia,Bovada,23.5,Georgia -23.5
401551773,Florida State,Georgia,ESPN Bet,23.5,Georgia -23.5
401551769,Penn State,Ole Miss,DraftKings,-3.5,Penn State -3.5
401551769,Penn State,Ole Miss,Bovada,-5.5,Penn State -5.5
401551769,Penn State,Ole Miss,ESPN Bet,-5.5,Penn State -5.5
401551770,Maryland,Auburn,DraftKings,1.5,Auburn -1.5
401551770,Maryland,Auburn,Bovada,4,Auburn -4.0
401551770,Maryland,Auburn,ESPN Bet,5.5,Auburn -5.5
401554566,Wyoming,Toledo,Bovada,-4.5,Wyoming -4.5
401554566,Wyoming,Toledo,ESPN Bet,-4.5,Wyoming -4.5
401551786,Michigan,Alabama,DraftKings,-1.5,Michigan -1.5
401551786,Michigan,Alabama,Bovada,-2,Michigan -2.0
401551786,Michigan,Alabama,ESPN Bet,-2.5,Michigan -2.5
401551788,Washington,Texas,DraftKings,4.5,Texas -4.5
401551788,Washington,Texas,Bovada,3,Texas -3.0
401551788,Washington,Texas,ESPN Bet,3.5,Texas -3.5
401540105,Youngstown State,Illinois State,William Hill (New Jersey),-8,Youngstown State -8
401551782,Oregon,Liberty,DraftKings,-16.5,Oregon -16.5
401551782,Oregon,Liberty,Bovada,-18.5,Oregon -18.5
401551782,Oregon,Liberty,ESPN Bet,-22.5,Oregon -22.5
401551778,LSU,Wisconsin,DraftKings,-10,LSU -10
401551778,LSU,Wisconsin,Bovada,-9.5,LSU -9.5
401551778,LSU,Wisconsin,ESPN Bet,-8.5,LSU -8.5
401540326,Hampton,Delaware,William Hill (New Jersey),14,Delaware -14
401551780,Tennessee,Iowa,DraftKings,-8,Tennessee -8
401551780,Tennessee,Iowa,Bovada,-4.5,Tennessee -4.5
401551780,Tennessee,Iowa,ESPN Bet,-4.5,Tennessee -4.5
401551789,Michigan,Washington,ESPN Bet,-4.5,Michigan -4.5
401551789,Michigan,Washington,Bovada,-5.5,Michigan -5.5
401540425,Eastern Illinois,Bryant,William Hill (New Jersey),-4,Eastern Illinois -4
401540224,Abilene Christian,Utah Tech,ESPN Bet,-9,Abilene Christian -9
401540615,Mercer,Samford,ESPN Bet,-2.5,Mercer -2.5
401540620,Samford,The Citadel,Caesars Sportsbook (Colorado),-24,Samford -24
401540599,Furman,Mercer,Caesars Sportsbook (Colorado),-10.5,Furman -10.5
401540081,Dartmouth,Lehigh,Caesars Sportsbook (Colorado),-17,Dartmouth -17
401540102,Illinois State,Lindenwood,Caesars Sportsbook (Colorado),-21,Illinois State -21
401540455,Valparaiso,Marist,Caesars Sportsbook (Colorado),-9,Valparaiso -9
401540390,Eastern Illinois,McNeese,Caesars Sportsbook (Colorado),-12,Eastern Illinois -12
401540048,Bucknell,Pennsylvania,Caesars Sportsbook (Colorado),12,Pennsylvania -12
401540573,Stony Brook,Richmond,Caesars Sportsbook (Colorado),13,Richmond -13
401540073,Lafayette,Monmouth,Caesars Sportsbook (Colorado),7,Monmouth -7
401540622,VMI,Wofford,Caesars Sportsbook (Colorado),-4,VMI -4
401540549,Villanova,Rhode Island,Caesars Sportsbook (Colorado),-3.5,Villanova -3.5
401540058,Columbia,Georgetown,Caesars Sportsbook (Colorado),-6.5,Columbia -6.5
401540157,Grambling,Texas Southern,Caesars Sportsbook (Colorado),-3,Grambling -3
401540414,Elon,Monmouth,Caesars Sportsbook (Colorado),3,Monmouth -3
401540500,Tennessee Tech,Southeast Missouri State,William Hill (New Jersey),17.5,Southeast Missouri State -17.5
401540602,Western Carolina,Furman,William Hill (New Jersey),-3,Western Carolina -3
401540062,Georgetown,Colgate,William Hill (New Jersey),-4,Georgetown -4
401540128,Arkansas-Pine Bluff,Alcorn State,William Hill (New Jersey),14,Alcorn State -14
401540379,Lamar,Incarnate Word,William Hill (New Jersey),15,Incarnate Word -15
401540350,Missouri State,Murray State,William Hill (New Jersey),-19,Missouri State -19
401540426,Charleston Southern,Bryant,William Hill (New Jersey),1.5,Bryant -1.5
401540432,Northwestern State,SE Louisiana,Bovada,12.5,SE Louisiana -12.5
401540432,Northwestern State,SE Louisiana,William Hill (New Jersey),12.5,SE Louisiana -12.5
401540496,Tennessee State,Lindenwood,Caesars Sportsbook (Colorado),-11.5,Tennessee State -11.5
401540448,Southern Illinois,South Dakota State,William Hill (New Jersey),14,South Dakota State -14
401540475,UT Martin,Charleston Southern,William Hill (New Jersey),-20,UT Martin -20
401540385,North Dakota State,Western Illinois,William Hill (New Jersey),-36.5,North Dakota State -36.5
401540531,Stony Brook,New Hampshire,William Hill (New Jersey),17.5,New Hampshire -17.5
401540571,UAlbany,Rhode Island,William Hill (New Jersey),-3.5,UAlbany -3.5
401540316,Campbell,Maine,William Hill (New Jersey),-13,Campbell -13
401540516,San Diego,Drake,William Hill (New Jersey),4,Drake -4
401540130,Alcorn State,Southern,ESPN Bet,-3,Alcorn State -3
401540612,Mercer,Wofford,William Hill (New Jersey),-18.5,Mercer -18.5
401540190,North Alabama,Central Arkansas,ESPN Bet,13.5,Central Arkansas -13.5
401540161,Mississippi Valley State,Jackson State,William Hill (New Jersey),19.5,Jackson State -19.5
401540373,Northern Iowa,North Dakota,William Hill (New Jersey),4.5,North Dakota -4.5
401540115,Alabama State,Southern,Bovada,2.5,Southern -2.5
401520153,Florida International,Maine,Bovada,-15,Florida International -15.0
401520153,Florida International,Maine,William Hill (New Jersey),-15,Florida International -15
401520178,Vanderbilt,Alabama A&M,Bovada,-35,Vanderbilt -35.0
401520178,Vanderbilt,Alabama A&M,William Hill (New Jersey),-35,Vanderbilt -35
401520152,BYU,Sam Houston,DraftKings,-20,BYU -20
401520152,BYU,Sam Houston,Bovada,-20,BYU -20.0
401520152,BYU,Sam Houston,teamrankings,-22.5,BYU -22.5
401520152,BYU,Sam Houston,William Hill (New Jersey),-19,BYU -19
401525469,Louisville,Murray State,William Hill (New Jersey),-43.5,Louisville -43.5
401520193,Indiana,Indiana State,DraftKings,-31,Indiana -31
401520193,Indiana,Indiana State,William Hill (New Jersey),-31,Indiana -31
401520185,Army,Delaware State,DraftKings,-39.5,Army -39.5
401520185,Army,Delaware State,William Hill (New Jersey),-39.5,Army -39.5
401520208,Ohio State,Youngstown State,DraftKings,-45,Ohio State -45
401520208,Ohio State,Youngstown State,William Hill (New Jersey),-45.5,Ohio State -45.5
401520209,Penn State,Delaware,DraftKings,-43.5,Penn State -43.5
401520209,Penn State,Delaware,William Hill (New Jersey),-44,Penn State -44
401525490,Boston College,Holy Cross,DraftKings,-10,Boston College -10
401525490,Boston College,Holy Cross,William Hill (New Jersey),-10,Boston College -10
401525494,Georgia Tech,South Carolina State,Bovada,-41,Georgia Tech -41.0
401525494,Georgia Tech,South Carolina State,DraftKings,-43,Georgia Tech -43
401525494,Georgia Tech,South Carolina State,William Hill (New Jersey),-44,Georgia Tech -44
401532396,Central Michigan,New Hampshire,William Hill (New Jersey),-7,Central Michigan -7
401532400,Bowling Green,Eastern Illinois,DraftKings,-17,Bowling Green -17
401532400,Bowling Green,Eastern Illinois,William Hill (New Jersey),-17,Bowling Green -17
401525491,Clemson,Charleston Southern,DraftKings,-50.5,Clemson -50.5
401520213,Tennessee,Austin Peay,DraftKings,-45.5,Tennessee -45.5
401520213,Tennessee,Austin Peay,William Hill (New Jersey),-48,Tennessee -48
401525492,Duke,Lafayette,DraftKings,-41,Duke -41
401525492,Duke,Lafayette,William Hill (New Jersey),-42.5,Duke -42.5
401541631,Stephen F. Austin,Abilene Christian,William Hill (New Jersey),-7.5,Stephen F. Austin -7.5
401540216,Tarleton State,Morehead State,William Hill (New Jersey),-22,Tarleton State -22
401540240,Eastern Washington,Weber State,William Hill (New Jersey),-5,Eastern Washington -5
401540624,VMI,Western Carolina,ESPN Bet,16.5,Western Carolina -16.5
401534858,Howard,Morgan State,ESPN Bet,-7.5,Howard -7.5
401540319,North Carolina A&T,Campbell,ESPN Bet,3,Campbell -3
401540329,Delaware,Villanova,ESPN Bet,-1.5,Delaware -1.5
401540333,Cornell,Columbia,ESPN Bet,-2,Cornell -2
401540416,Elon,Hampton,ESPN Bet,-14.5,Elon -14.5
401540429,Bryant,Southeast Missouri State,ESPN Bet,-1,Bryant -1
401540478,Gardner-Webb,Charleston Southern,ESPN Bet,-14,Gardner-Webb -14
401540493,New Hampshire,Maine,ESPN Bet,-18,New Hampshire -18
401540507,UAlbany,Monmouth,ESPN Bet,-3.5,UAlbany -3.5
401540543,Samford,UT Martin,ESPN Bet,5.5,UT Martin -5.5
401540552,Presbyterian,Morehead State,ESPN Bet,1.5,Morehead State -1.5
401540561,Stetson,San Diego,ESPN Bet,6,San Diego -6
401540572,Towson,Rhode Island,ESPN Bet,3.5,Rhode Island -3.5
401539999,Jackson State,South Carolina State,William Hill (New Jersey),-9.5,Jackson State -9.5
401540285,Nicholls,Sacramento State,William Hill (New Jersey),23.5,Sacramento State -23.5
401523989,Arizona,Northern Arizona,Bovada,-28.5,Arizona -28.5
401523989,Arizona,Northern Arizona,William Hill (New Jersey),-28.5,Arizona -28.5
401540323,Stony Brook,Delaware,William Hill (New Jersey),15,Delaware -15
401540451,Youngstown State,Valparaiso,William Hill (New Jersey),-36,Youngstown State -36
401540508,Stonehill,New Hampshire,Bovada,21,New Hampshire -21.0
401540628,UAlbany,Fordham,William Hill (New Jersey),-4.5,UAlbany -4.5
401525815,Kansas,Missouri State,William Hill (New Jersey),-32.5,Kansas -32.5
401525821,Kansas State,Southeast Missouri State,William Hill (New Jersey),-28.5,Kansas State -28.5
401531377,UAB,North Carolina A&T,Bovada,-24,UAB -24.0
401531377,UAB,North Carolina A&T,DraftKings,-24,UAB -24
401531377,UAB,North Carolina A&T,William Hill (New Jersey),-24.5,UAB -24.5
401531426,Memphis,Bethune-Cookman,William Hill (New Jersey),-49,Memphis -49
401532571,San Diego State,Idaho State,Bovada,-34.5,San Diego State -34.5
401532571,San Diego State,Idaho State,William Hill (New Jersey),-34.5,San Diego State -34.5
401540148,Florida A&M,Jackson State,Bovada,3.5,Jackson State -3.5
401540148,Florida A&M,Jackson State,William Hill (New Jersey),3.5,Jackson State -3.5
401540534,Furman,Tennessee Tech,William Hill (New Jersey),-27,Furman -27
401540200,North Alabama,Chattanooga,Bovada,19.5,Chattanooga -19.5
401531839,Louisiana,Northwestern State,Bovada,-35,Louisiana -35.0
401531839,Louisiana,Northwestern State,William Hill (New Jersey),-35,Louisiana -35
401525466,Syracuse,Colgate,Bovada,-40,Syracuse -40.0
401525466,Syracuse,Colgate,William Hill (New Jersey),-40,Syracuse -40
401540057,Georgetown,Marist,Bovada,-7,Georgetown -7.0
401540057,Georgetown,Marist,William Hill (New Jersey),-6.5,Georgetown -6.5
401540278,Abilene Christian,Northern Colorado,William Hill (New Jersey),-13.5,Abilene Christian -13.5
401540244,Lamar,Idaho,William Hill (New Jersey),25.5,Idaho -25.5
401520177,UTEP,Incarnate Word,Bovada,-7.5,UTEP -7.5
401520177,UTEP,Incarnate Word,William Hill (New Jersey),-7.5,UTEP -7.5
401540152,Texas Southern,Florida A&M,William Hill (New Jersey),17.5,Florida A&M -17.5
401540178,Southern Utah,Austin Peay,William Hill (New Jersey),8,Austin Peay -8
401540231,Cal Poly,Northern Colorado,William Hill (New Jersey),2.5,Northern Colorado -2.5
401520150,Arkansas,Western Carolina,Bovada,-38,Arkansas -38.0
401520150,Arkansas,Western Carolina,William Hill (New Jersey),-38,Arkansas -38
401525833,West Virginia,Duquesne,William Hill (New Jersey),-38.5,West Virginia -38.5
401532399,Akron,Morgan State,William Hill (New Jersey),-25,Akron -25
401532401,Buffalo,Fordham,William Hill (New Jersey),-23.5,Buffalo -23.5
401524002,Texas Tech,Oregon,DraftKings,6,Oregon -6
401524002,Texas Tech,Oregon,Bovada,4.5,Oregon -4.5
401524002,Texas Tech,Oregon,William Hill (New Jersey),4.5,Oregon -4.5
401520187,Coastal Carolina,Jacksonville State,Bovada,-14,Coastal Carolina -14.0
401520187,Coastal Carolina,Jacksonville State,DraftKings,-13.5,Coastal Carolina -13.5
401520187,Coastal Carolina,Jacksonville State,William Hill (New Jersey),-13.5,Coastal Carolina -13.5
401520197,Louisiana Tech,Northwestern State,William Hill (New Jersey),-23,Louisiana Tech -23
401520206,Missouri,Middle Tennessee,Bovada,-21,Missouri -21.0
401520206,Missouri,Middle Tennessee,DraftKings,-21,Missouri -21
401520206,Missouri,Middle Tennessee,William Hill (New Jersey),-21,Missouri -21
401520218,Western Kentucky,Houston Christian,William Hill (New Jersey),-41.5,Western Kentucky -41.5
401525827,Boise State,UCF,DraftKings,3,UCF -3
401525827,Boise State,UCF,Bovada,3,UCF -3.0
401525827,Boise State,UCF,William Hill (New Jersey),3,UCF -3
401525831,Rice,Houston,Bovada,7,Houston -7.0
401525831,Rice,Houston,DraftKings,7,Houston -7
401525831,Rice,Houston,William Hill (New Jersey),7.5,Houston -7.5
401531422,South Florida,Florida A&M,William Hill (New Jersey),-20,South Florida -20
401531427,Arkansas State,Memphis,Bovada,21,Memphis -21.0
401531427,Arkansas State,Memphis,DraftKings,20.5,Memphis -20.5
401531427,Arkansas State,Memphis,William Hill (New Jersey),21,Memphis -21
401520199,LSU,Grambling,William Hill (New Jersey),-56.5,LSU -56.5
401520190,Florida,McNeese,DraftKings,,McNeese -null
401520190,Florida,McNeese,William Hill (New Jersey),-48.5,Florida -48.5
401520212,South Carolina,Furman,William Hill (New Jersey),-18,South Carolina -18
401520211,Sam Houston,Air Force,Bovada,12.5,Air Force -12.5
401520211,Sam Houston,Air Force,DraftKings,13.5,Air Force -13.5
401520211,Sam Houston,Air Force,William Hill (New Jersey),13.5,Air Force -13.5
401531412,App State,East Carolina,Bovada,-7.5,App State -7.5
401531412,App State,East Carolina,William Hill (New Jersey),-7.5,App State -7.5
401520245,Texas A&M,UL Monroe,Bovada,-36.5,Texas A&M -36.5
401520245,Texas A&M,UL Monroe,William Hill (New Jersey),-36.5,Texas A&M -36.5
401531348,Southern Miss,Tulane,Bovada,7.5,Tulane -7.5
401531348,Southern Miss,Tulane,William Hill (New Jersey),8,Tulane -8
401531403,Charlotte,Georgia State,Bovada,6,Georgia State -6.0
401531403,Charlotte,Georgia State,William Hill (New Jersey),6.5,Georgia State -6.5
401520224,Florida,Tennessee,Bovada,5,Tennessee -5.0
401520224,Florida,Tennessee,DraftKings,7,Tennessee -7
401520224,Florida,Tennessee,William Hill (New Jersey),5,Tennessee -5
401525835,Cincinnati,Miami (OH),Bovada,-14,Cincinnati -14.0
401525835,Cincinnati,Miami (OH),William Hill (New Jersey),-14.5,Cincinnati -14.5
401525839,Oklahoma State,South Alabama,Bovada,-7,Oklahoma State -7.0
401525839,Oklahoma State,South Alabama,William Hill (New Jersey),-7,Oklahoma State -7
401531379,UAB,Louisiana,Bovada,-2,UAB -2.0
401531379,UAB,Louisiana,William Hill (New Jersey),-2,UAB -2
401531848,Troy,James Madison,DraftKings,-3.5,Troy -3.5
401531848,Troy,James Madison,Bovada,-2.5,Troy -2.5
401531848,Troy,James Madison,William Hill (New Jersey),-2.5,Troy -2.5
401532403,Toledo,San José State,Bovada,-9,Toledo -9.0
401532403,Toledo,San José State,William Hill (New Jersey),-9,Toledo -9
401520220,Arkansas,BYU,Bovada,-7.5,Arkansas -7.5
401520220,Arkansas,BYU,William Hill (New Jersey),-9,Arkansas -9
401525840,Texas,Wyoming,Bovada,-31,Texas -31.0
401525840,Texas,Wyoming,William Hill (New Jersey),-31,Texas -31
401524008,Oregon,Hawai'i,Bovada,-38,Oregon -38.0
401524008,Oregon,Hawai'i,William Hill (New Jersey),-38.5,Oregon -38.5
401524007,Colorado,Colorado State,DraftKings,-17,Colorado -17
401524007,Colorado,Colorado State,Bovada,-24,Colorado -24.0
401524007,Colorado,Colorado State,William Hill (New Jersey),-23,Colorado -23
401525861,Texas,Oklahoma,DraftKings,-5.5,Texas -5.5
401525861,Texas,Oklahoma,Bovada,-4,Texas -4.0
401525861,Texas,Oklahoma,William Hill (New Jersey),-4,Texas -4
401540235,North Dakota State,Eastern Washington,Bovada,-23,North Dakota State -23.0
401540235,North Dakota State,Eastern Washington,William Hill (New Jersey),-24.5,North Dakota State -24.5
401520263,Nebraska,Louisiana Tech,Bovada,-21,Nebraska -21.0
401520263,Nebraska,Louisiana Tech,DraftKings,-20.5,Nebraska -20.5
401520263,Nebraska,Louisiana Tech,William Hill (New Jersey),-20.5,Nebraska -20.5
401531835,App State,Gardner-Webb,Bovada,-22.5,App State -22.5
401531835,App State,Gardner-Webb,William Hill (New Jersey),-22.5,App State -22.5
401520264,Northwestern,Minnesota,Bovada,10.5,Minnesota -10.5
401520264,Northwestern,Minnesota,DraftKings,11.5,Minnesota -11.5
401520264,Northwestern,Minnesota,William Hill (New Jersey),11.5,Minnesota -11.5
401532593,Colorado State,Boise State,DraftKings,8.5,Boise State -8.5
